largo clave,palabras,semejanza
15,1500,0.9333333333333333
15,1600,0.8
15,1700,1.0
15,1800,0.9333333333333333
15,1900,1.0
15,2000,1.0
15,2100,1.0
15,2200,0.9333333333333333
15,2300,1.0
15,2400,0.9333333333333333
15,2500,0.9333333333333333
15,2600,1.0
15,2700,1.0
15,2800,1.0
15,2900,1.0
15,3000,1.0
15,3100,1.0
15,3200,1.0
15,3300,1.0
15,3400,1.0
15,3500,1.0
15,3600,1.0
15,3700,1.0
15,3800,1.0
15,3900,1.0
15,4000,1.0
15,4100,1.0
15,4200,1.0
15,4300,1.0
15,4400,1.0
15,4500,1.0
15,4600,1.0
15,4700,1.0
15,4800,1.0
15,4900,1.0
20,100,0.5
20,200,0.1
20,300,0.45
20,400,0.75
20,500,0.8
20,600,0.75
20,700,0.75
20,800,0.85
20,900,0.75
20,1000,0.8
20,1100,0.95
20,1200,1.0
20,1300,0.95
20,1400,0.95
20,1500,1.0
20,1600,0.95
20,1700,0.95
20,1800,0.95
20,1900,0.95
20,2000,0.95
20,2100,0.95
20,2200,0.95
20,2300,0.95
20,2400,0.9
20,2500,0.9
20,2600,0.95
20,2700,0.9
20,2800,0.95
20,2900,0.95
20,3000,0.9
20,3100,0.9
20,3200,0.9
20,3300,1.0
20,3400,0.95
20,3500,0.9
20,3600,0.9
20,3700,0.9
20,3800,0.9
20,3900,0.9
20,4000,0.9
20,4100,0.9
20,4200,0.95
20,4300,1.0
20,4400,1.0
20,4500,1.0
20,4600,1.0
20,4700,1.0
20,4800,1.0
20,4900,1.0
25,100,0.16
25,200,0.36
25,300,0.36
25,400,0.72
25,500,0.76
25,600,0.68
25,700,0.72
25,800,0.88
25,900,0.88
25,1000,0.92
25,1100,0.88
25,1200,0.92
25,1300,0.84
25,1400,0.8
25,1500,0.76
25,1600,0.88
25,1700,0.92
25,1800,0.88
25,1900,0.84
25,2000,0.96
25,2100,0.96
25,2200,0.96
25,2300,0.92
25,2400,0.84
25,2500,0.96
25,2600,0.92
25,2700,0.96
25,2800,0.92
25,2900,0.92
25,3000,0.92
25,3100,0.92
25,3200,0.92
25,3300,0.92
25,3400,0.92
25,3500,1.0
25,3600,0.96
25,3700,0.96
25,3800,0.96
25,3900,0.92
25,4000,0.92
25,4100,0.92
25,4200,0.96
25,4300,1.0
25,4400,1.0
25,4500,1.0
25,4600,1.0
25,4700,1.0
25,4800,1.0
25,4900,1.0
30,100,0.3333333333333333
30,200,0.5
30,300,0.5333333333333333
30,400,0.5
30,500,0.8
30,600,0.8
30,700,0.8
30,800,0.8333333333333334
30,900,0.8333333333333334
30,1000,0.8
30,1100,0.8
30,1200,0.8333333333333334
30,1300,0.8333333333333334
30,1400,0.8
30,1500,0.8
30,1600,0.8666666666666667
30,1700,0.8666666666666667
30,1800,0.8666666666666667
30,1900,0.9
30,2000,0.8666666666666667
30,2100,0.9
30,2200,0.9333333333333333
30,2300,1.0
30,2400,1.0
30,2500,0.9666666666666667
30,2600,0.9333333333333333
30,2700,0.9666666666666667
30,2800,0.9333333333333333
30,2900,0.9666666666666667
30,3000,0.9666666666666667
30,3100,0.9666666666666667
30,3200,0.9666666666666667
30,3300,0.9
30,3400,0.9
30,3500,0.9666666666666667
30,3600,0.9666666666666667
30,3700,0.9333333333333333
30,3800,0.9333333333333333
30,3900,0.9
30,4000,0.9
30,4100,0.9666666666666667
30,4200,1.0
30,4300,1.0
30,4400,1.0
30,4500,1.0
30,4600,1.0
30,4700,1.0
30,4800,0.9666666666666667
30,4900,1.0
35,100,0.11428571428571428
35,200,0.2
35,300,0.37142857142857144
35,400,0.7142857142857143
35,500,0.2
35,600,0.7142857142857143
35,700,0.8285714285714286
35,800,0.9142857142857143
35,900,0.8
35,1000,0.8285714285714286
35,1100,0.8857142857142857
35,1200,0.9142857142857143
35,1300,0.8857142857142857
35,1400,0.8285714285714286
35,1500,0.8857142857142857
35,1600,0.8857142857142857
35,1700,0.8285714285714286
35,1800,0.9428571428571428
35,1900,0.9428571428571428
35,2000,0.8571428571428571
35,2100,0.9428571428571428
35,2200,0.9142857142857143
35,2300,0.9142857142857143
35,2400,0.9714285714285714
35,2500,0.8857142857142857
35,2600,0.9428571428571428
35,2700,0.9714285714285714
35,2800,0.9142857142857143
35,2900,0.9714285714285714
35,3000,0.9714285714285714
35,3100,0.9714285714285714
35,3200,0.9428571428571428
35,3300,0.9714285714285714
35,3400,0.9714285714285714
35,3500,0.9714285714285714
35,3600,0.9714285714285714
35,3700,0.9428571428571428
35,3800,1.0
35,3900,1.0
35,4000,1.0
35,4100,0.9428571428571428
35,4200,0.9714285714285714
35,4300,0.9428571428571428
35,4400,0.9428571428571428
35,4500,0.9428571428571428
35,4600,0.9428571428571428
35,4700,0.9714285714285714
35,4800,0.9428571428571428
35,4900,0.9714285714285714
40,100,0.075
40,200,0.175
40,300,0.175
40,400,0.275
40,500,0.675
40,600,0.75
40,700,0.7
40,800,0.75
40,900,0.775
40,1000,0.775
40,1100,0.8
40,1200,0.8
40,1300,0.85
40,1400,0.85
40,1500,0.775
40,1600,0.85
40,1700,0.8
40,1800,0.825
40,1900,0.9
40,2000,0.875
40,2100,0.95
40,2200,0.95
40,2300,0.925
40,2400,0.95
40,2500,0.975
40,2600,0.95
40,2700,1.0
40,2800,0.95
40,2900,0.95
40,3000,0.975
40,3100,0.95
40,3200,0.975
40,3300,0.95
40,3400,0.95
40,3500,0.975
40,3600,0.975
40,3700,0.975
40,3800,0.975
40,3900,0.975
40,4000,1.0
40,4100,0.975
40,4200,0.975
40,4300,0.95
40,4400,0.975
40,4500,0.975
40,4600,0.975
40,4700,1.0
40,4800,1.0
40,4900,0.975
45,100,0.06666666666666667
45,200,0.24444444444444444
45,300,0.2222222222222222
45,400,0.24444444444444444
45,500,0.2
45,600,0.5111111111111111
45,700,0.28888888888888886
45,800,0.7111111111111111
45,900,0.7555555555555555
45,1000,0.7777777777777778
45,1100,0.7333333333333333
45,1200,0.7111111111111111
45,1300,0.7555555555555555
45,1400,0.8
45,1500,0.8666666666666667
45,1600,0.7777777777777778
45,1700,0.7777777777777778
45,1800,0.8
45,1900,0.8444444444444444
45,2000,0.8222222222222222
45,2100,0.8222222222222222
45,2200,0.9111111111111111
45,2300,0.9555555555555556
45,2400,0.8888888888888888
45,2500,0.9111111111111111
45,2600,0.8666666666666667
45,2700,0.9333333333333333
45,2800,0.8888888888888888
45,2900,0.8888888888888888
45,3000,0.9333333333333333
45,3100,0.9111111111111111
45,3200,0.9333333333333333
45,3300,0.9333333333333333
45,3400,0.9555555555555556
45,3500,0.8888888888888888
45,3600,0.9111111111111111
45,3700,0.9555555555555556
45,3800,0.9777777777777777
45,3900,0.9555555555555556
45,4000,0.9555555555555556
45,4100,0.9333333333333333
45,4200,0.9555555555555556
45,4300,0.9555555555555556
45,4400,0.9777777777777777
45,4500,0.9777777777777777
45,4600,0.9555555555555556
45,4700,0.9555555555555556
45,4800,0.9777777777777777
45,4900,0.9777777777777777
50,100,0.18
50,200,0.06
50,300,0.0
50,400,0.56
50,500,0.5
50,600,0.62
50,700,0.74
50,800,0.76
50,900,0.72
50,1000,0.82
50,1100,0.78
50,1200,0.78
50,1300,0.78
50,1400,0.84
50,1500,0.78
50,1600,0.84
50,1700,0.82
50,1800,0.82
50,1900,0.82
50,2000,0.7
50,2100,0.76
50,2200,0.82
50,2300,0.86
50,2400,0.78
50,2500,0.84
50,2600,0.9
50,2700,0.88
50,2800,0.88
50,2900,0.88
50,3000,0.94
50,3100,0.96
50,3200,0.92
50,3300,0.94
50,3400,0.86
50,3500,0.92
50,3600,0.86
50,3700,0.9
50,3800,0.96
50,3900,0.9
50,4000,0.94
50,4100,0.94
50,4200,0.92
50,4300,0.94
50,4400,0.96
50,4500,0.92
50,4600,0.9
50,4700,0.94
50,4800,0.92
50,4900,0.94
55,100,0.01818181818181818
55,200,0.2545454545454545
55,300,0.4909090909090909
55,400,0.32727272727272727
55,500,0.34545454545454546
55,600,0.2727272727272727
55,700,0.5818181818181818
55,800,0.6181818181818182
55,900,0.6909090909090909
55,1000,0.7636363636363637
55,1100,0.7272727272727273
55,1200,0.6545454545454545
55,1300,0.7454545454545455
55,1400,0.7818181818181819
55,1500,0.8181818181818182
55,1600,0.8181818181818182
55,1700,0.8363636363636363
55,1800,0.7636363636363637
55,1900,0.8181818181818182
55,2000,0.8727272727272727
55,2100,0.8727272727272727
55,2200,0.8727272727272727
55,2300,0.9272727272727272
55,2400,0.8545454545454545
55,2500,0.9090909090909091
55,2600,0.8909090909090909
55,2700,0.8909090909090909
55,2800,0.8909090909090909
55,2900,0.8727272727272727
55,3000,0.9272727272727272
55,3100,0.9454545454545454
55,3200,0.9272727272727272
55,3300,0.9454545454545454
55,3400,0.9272727272727272
55,3500,0.9636363636363636
55,3600,0.9090909090909091
55,3700,0.9272727272727272
55,3800,0.9636363636363636
55,3900,0.9454545454545454
55,4000,0.9272727272727272
55,4100,0.9636363636363636
55,4200,0.9454545454545454
55,4300,0.9272727272727272
55,4400,0.9818181818181818
55,4500,0.9636363636363636
55,4600,0.9636363636363636
55,4700,0.9636363636363636
55,4800,1.0
55,4900,0.9818181818181818
60,100,0.08333333333333333
60,200,0.0
60,300,0.35
60,400,0.5666666666666667
60,500,0.21666666666666667
60,600,0.31666666666666665
60,700,0.6666666666666666
60,800,0.65
60,900,0.6166666666666667
60,1000,0.6833333333333333
60,1100,0.7166666666666667
60,1200,0.6833333333333333
60,1300,0.7166666666666667
60,1400,0.7166666666666667
60,1500,0.6666666666666666
60,1600,0.7166666666666667
60,1700,0.7666666666666667
60,1800,0.8666666666666667
60,1900,0.7833333333333333
60,2000,0.7666666666666667
60,2100,0.7833333333333333
60,2200,0.8666666666666667
60,2300,0.8333333333333334
60,2400,0.7833333333333333
60,2500,0.85
60,2600,0.9
60,2700,0.85
60,2800,0.8666666666666667
60,2900,0.85
60,3000,0.8666666666666667
60,3100,0.9166666666666666
60,3200,0.9
60,3300,0.85
60,3400,0.85
60,3500,0.9
60,3600,0.8833333333333333
60,3700,0.8666666666666667
60,3800,0.9
60,3900,0.8666666666666667
60,4000,0.8333333333333334
60,4100,0.8833333333333333
60,4200,0.8666666666666667
60,4300,0.85
60,4400,0.8666666666666667
60,4500,0.8833333333333333
60,4600,0.9
60,4700,0.9
60,4800,0.95
60,4900,0.9166666666666666
65,100,0.27692307692307694
65,200,0.3230769230769231
65,300,0.0
65,400,0.4153846153846154
65,500,0.2923076923076923
65,600,0.3076923076923077
65,700,0.24615384615384617
65,800,0.3076923076923077
65,900,0.15384615384615385
65,1000,0.7846153846153846
65,1100,0.7230769230769231
65,1200,0.6923076923076923
65,1300,0.7230769230769231
65,1400,0.7538461538461538
65,1500,0.7846153846153846
65,1600,0.7692307692307693
65,1700,0.8307692307692308
65,1800,0.7538461538461538
65,1900,0.7538461538461538
65,2000,0.7076923076923077
65,2100,0.7692307692307693
65,2200,0.7692307692307693
65,2300,0.7846153846153846
65,2400,0.7538461538461538
65,2500,0.7538461538461538
65,2600,0.8153846153846154
65,2700,0.8153846153846154
65,2800,0.8
65,2900,0.8461538461538461
65,3000,0.9230769230769231
65,3100,0.9230769230769231
65,3200,0.9076923076923077
65,3300,0.9076923076923077
65,3400,0.9076923076923077
65,3500,0.9538461538461539
65,3600,0.9230769230769231
65,3700,0.8769230769230769
65,3800,0.9076923076923077
65,3900,0.9384615384615385
65,4000,0.9230769230769231
65,4100,0.8615384615384616
65,4200,0.9538461538461539
65,4300,0.9846153846153847
65,4400,1.0
65,4500,0.9846153846153847
65,4600,0.9692307692307692
65,4700,0.9692307692307692
65,4800,0.9846153846153847
65,4900,0.9846153846153847
70,100,0.05714285714285714
70,200,0.0
70,300,0.3142857142857143
70,400,0.014285714285714285
70,500,0.24285714285714285
70,600,0.2571428571428571
70,700,0.6285714285714286
70,800,0.21428571428571427
70,900,0.4
70,1000,0.6857142857142857
70,1100,0.6857142857142857
70,1200,0.7714285714285715
70,1300,0.7142857142857143
70,1400,0.6857142857142857
70,1500,0.7428571428571429
70,1600,0.7142857142857143
70,1700,0.7142857142857143
70,1800,0.7714285714285715
70,1900,0.7285714285714285
70,2000,0.7142857142857143
70,2100,0.7
70,2200,0.7142857142857143
70,2300,0.7714285714285715
70,2400,0.7857142857142857
70,2500,0.7714285714285715
70,2600,0.7428571428571429
70,2700,0.8
70,2800,0.8285714285714286
70,2900,0.8571428571428571
70,3000,0.8
70,3100,0.8285714285714286
70,3200,0.8285714285714286
70,3300,0.8142857142857143
70,3400,0.8142857142857143
70,3500,0.8285714285714286
70,3600,0.8714285714285714
70,3700,0.8857142857142857
70,3800,0.8571428571428571
70,3900,0.8428571428571429
70,4000,0.8857142857142857
70,4100,0.9142857142857143
70,4200,0.9
70,4300,0.9142857142857143
70,4400,0.9
70,4500,0.9
70,4600,0.9285714285714286
70,4700,0.9285714285714286
70,4800,0.9428571428571428
70,4900,0.9571428571428572
75,100,0.26666666666666666
75,200,0.3466666666666667
75,300,0.41333333333333333
75,400,0.3333333333333333
75,500,0.18666666666666668
75,600,0.25333333333333335
75,700,0.30666666666666664
75,800,0.2
75,900,0.4533333333333333
75,1000,0.21333333333333335
75,1100,0.36
75,1200,0.7066666666666667
75,1300,0.64
75,1400,0.7333333333333333
75,1500,0.6533333333333333
75,1600,0.68
75,1700,0.7866666666666666
75,1800,0.7333333333333333
75,1900,0.8
75,2000,0.8
75,2100,0.76
75,2200,0.72
75,2300,0.8266666666666667
75,2400,0.8266666666666667
75,2500,0.8266666666666667
75,2600,0.7466666666666667
75,2700,0.84
75,2800,0.88
75,2900,0.9066666666666666
75,3000,0.8666666666666667
75,3100,0.92
75,3200,0.92
75,3300,0.8666666666666667
75,3400,0.8933333333333333
75,3500,0.88
75,3600,0.9466666666666667
75,3700,0.92
75,3800,0.92
75,3900,0.92
75,4000,0.9066666666666666
75,4100,0.92
75,4200,0.9466666666666667
75,4300,0.9466666666666667
75,4400,0.9466666666666667
75,4500,0.9466666666666667
75,4600,0.9866666666666667
75,4700,0.9333333333333333
75,4800,0.9466666666666667
75,4900,0.92
80,100,0.025
80,200,0.0
80,300,0.275
80,400,0.2125
80,500,0.0
80,600,0.3125
80,700,0.275
80,800,0.0125
80,900,0.575
80,1000,0.65
80,1100,0.3625
80,1200,0.7
80,1300,0.7375
80,1400,0.725
80,1500,0.7375
80,1600,0.75
80,1700,0.775
80,1800,0.8
80,1900,0.7875
80,2000,0.775
80,2100,0.7875
80,2200,0.825
80,2300,0.7875
80,2400,0.825
80,2500,0.8125
80,2600,0.8375
80,2700,0.875
80,2800,0.825
80,2900,0.8125
80,3000,0.8875
80,3100,0.9
80,3200,0.9
80,3300,0.8875
80,3400,0.9
80,3500,0.9125
80,3600,0.9
80,3700,0.9125
80,3800,0.925
80,3900,0.925
80,4000,0.9375
80,4100,0.9375
80,4200,0.9375
80,4300,0.875
80,4400,0.9375
80,4500,0.925
80,4600,0.925
80,4700,0.95
80,4800,0.9125
80,4900,0.9625
85,100,0.03529411764705882
85,200,0.16470588235294117
85,300,0.2235294117647059
85,400,0.24705882352941178
85,500,0.2235294117647059
85,600,0.29411764705882354
85,700,0.18823529411764706
85,800,0.3764705882352941
85,900,0.5882352941176471
85,1000,0.35294117647058826
85,1100,0.4470588235294118
85,1200,0.6235294117647059
85,1300,0.611764705882353
85,1400,0.3058823529411765
85,1500,0.4235294117647059
85,1600,0.4588235294117647
85,1700,0.7058823529411765
85,1800,0.7176470588235294
85,1900,0.7529411764705882
85,2000,0.7647058823529411
85,2100,0.4588235294117647
85,2200,0.7529411764705882
85,2300,0.8
85,2400,0.7529411764705882
85,2500,0.788235294117647
85,2600,0.8117647058823529
85,2700,0.788235294117647
85,2800,0.3411764705882353
85,2900,0.788235294117647
85,3000,0.788235294117647
85,3100,0.8
85,3200,0.8352941176470589
85,3300,0.8588235294117647
85,3400,0.8705882352941177
85,3500,0.8823529411764706
85,3600,0.9176470588235294
85,3700,0.8705882352941177
85,3800,0.5647058823529412
85,3900,0.9058823529411765
85,4000,0.8823529411764706
85,4100,0.9176470588235294
85,4200,0.9647058823529412
85,4300,0.9411764705882353
85,4400,0.9647058823529412
85,4500,0.9294117647058824
85,4600,0.9411764705882353
85,4700,0.9529411764705882
85,4800,0.9647058823529412
85,4900,0.9647058823529412
90,100,0.08888888888888889
90,200,0.2
90,300,0.0
90,400,0.26666666666666666
90,500,0.4666666666666667
90,600,0.4777777777777778
90,700,0.0
90,800,0.28888888888888886
90,900,0.3111111111111111
90,1000,0.6111111111111112
90,1100,0.6666666666666666
90,1200,0.24444444444444444
90,1300,0.7444444444444445
90,1400,0.6888888888888889
90,1500,0.7777777777777778
90,1600,0.7111111111111111
90,1700,0.7444444444444445
90,1800,0.7888888888888889
90,1900,0.7777777777777778
90,2000,0.7111111111111111
90,2100,0.7444444444444445
90,2200,0.8444444444444444
90,2300,0.8444444444444444
90,2400,0.8111111111111111
90,2500,0.7777777777777778
90,2600,0.8555555555555555
90,2700,0.8111111111111111
90,2800,0.8444444444444444
90,2900,0.8
90,3000,0.8666666666666667
90,3100,0.8333333333333334
90,3200,0.8
90,3300,0.8666666666666667
90,3400,0.8888888888888888
90,3500,0.8444444444444444
90,3600,0.8555555555555555
90,3700,0.8888888888888888
90,3800,0.9
90,3900,0.8666666666666667
90,4000,0.8666666666666667
90,4100,0.8666666666666667
90,4200,0.8333333333333334
90,4300,0.8444444444444444
90,4400,0.8333333333333334
90,4500,0.8333333333333334
90,4600,0.8666666666666667
90,4700,0.8888888888888888
90,4800,0.8777777777777778
90,4900,0.9555555555555556
95,100,0.0
95,200,0.0
95,300,0.3157894736842105
95,400,0.28421052631578947
95,500,0.2736842105263158
95,600,0.3263157894736842
95,700,0.3684210526315789
95,800,0.29473684210526313
95,900,0.30526315789473685
95,1000,0.3473684210526316
95,1100,0.3368421052631579
95,1200,0.3473684210526316
95,1300,0.43157894736842106
95,1400,0.4105263157894737
95,1500,0.42105263157894735
95,1600,0.37894736842105264
95,1700,0.3368421052631579
95,1800,0.4
95,1900,0.7157894736842105
95,2000,0.35789473684210527
95,2100,0.35789473684210527
95,2200,0.7052631578947368
95,2300,0.4842105263157895
95,2400,0.7789473684210526
95,2500,0.7684210526315789
95,2600,0.3473684210526316
95,2700,0.5789473684210527
95,2800,0.7578947368421053
95,2900,0.49473684210526314
95,3000,0.5157894736842106
95,3100,0.7684210526315789
95,3200,0.8
95,3300,0.7789473684210526
95,3400,0.7684210526315789
95,3500,0.7789473684210526
95,3600,0.8526315789473684
95,3700,0.8736842105263158
95,3800,0.3473684210526316
95,3900,0.8421052631578947
95,4000,0.4105263157894737
95,4100,0.8315789473684211
95,4200,0.6421052631578947
95,4300,0.8210526315789474
95,4400,0.8421052631578947
95,4500,0.8842105263157894
95,4600,0.8736842105263158
95,4700,0.8947368421052632
95,4800,0.8842105263157894
95,4900,0.9052631578947369
