largo de la clave,cantidad de palabras,semejanza entre claves
70,4300,0.9428571428571428
70,4400,0.9142857142857143
70,4500,0.9
70,4600,0.9285714285714286
70,4700,0.9428571428571428
70,4800,0.9571428571428572
70,4900,0.9428571428571428
70,5000,0.9428571428571428
70,5100,0.9428571428571428
70,5200,0.9571428571428572
70,5300,0.9285714285714286
70,5400,0.9571428571428572
70,5500,0.9714285714285714
70,5600,0.9714285714285714
70,5700,0.9857142857142858
70,5800,0.9857142857142858
70,5900,0.9857142857142858
70,6000,0.9571428571428572
70,6100,0.9857142857142858
70,6200,0.9857142857142858
70,6300,1.0
70,6400,0.9857142857142858
70,6500,0.9714285714285714
70,6600,0.9714285714285714
70,6700,0.9714285714285714
70,6800,0.9714285714285714
70,6900,0.9714285714285714
70,7000,0.9714285714285714
70,7100,0.9857142857142858
70,7200,1.0
70,7300,0.9857142857142858
70,7400,0.9857142857142858
70,7500,1.0
70,7600,1.0
70,7700,0.9857142857142858
70,7800,0.9857142857142858
70,7900,1.0
70,8000,0.9857142857142858
70,8100,1.0
70,8200,1.0
70,8300,1.0
70,8400,0.9714285714285714
70,8500,0.9857142857142858
70,8600,1.0
70,8700,0.9857142857142858
70,8800,0.9857142857142858
70,8900,0.9857142857142858
70,9000,1.0
70,9100,1.0
70,9200,0.9857142857142858
70,9300,1.0
70,9400,0.9857142857142858
70,9500,0.9714285714285714
70,9600,0.9857142857142858
70,9700,1.0
70,9800,0.9857142857142858
70,9900,0.9857142857142858
75,100,0.22666666666666666
75,200,0.28
75,300,0.44
75,400,0.3466666666666667
75,500,0.17333333333333334
75,600,0.38666666666666666
75,700,0.29333333333333333
75,800,0.4266666666666667
75,900,0.38666666666666666
75,1000,0.28
75,1100,0.64
75,1200,0.22666666666666666
75,1300,0.29333333333333333
75,1400,0.7066666666666667
75,1500,0.72
75,1600,0.6666666666666666
75,1700,0.7466666666666667
75,1800,0.72
75,1900,0.7733333333333333
75,2000,0.7466666666666667
75,2100,0.7466666666666667
75,2200,0.7466666666666667
75,2300,0.7733333333333333
75,2400,0.8
75,2500,0.8133333333333334
75,2600,0.8
75,2700,0.88
75,2800,0.84
75,2900,0.8533333333333334
75,3000,0.8666666666666667
75,3100,0.88
75,3200,0.92
75,3300,0.8533333333333334
75,3400,0.8666666666666667
75,3500,0.88
75,3600,0.9466666666666667
75,3700,0.92
75,3800,0.9333333333333333
75,3900,0.9466666666666667
75,4000,0.92
75,4100,0.9066666666666666
75,4200,0.9466666666666667
75,4300,0.96
75,4400,0.96
75,4500,0.9733333333333334
75,4600,0.9866666666666667
75,4700,0.96
75,4800,0.9466666666666667
75,4900,0.9466666666666667
75,5000,0.9066666666666666
75,5100,0.96
75,5200,0.9466666666666667
75,5300,0.9466666666666667
75,5400,0.96
75,5500,0.9866666666666667
75,5600,0.9866666666666667
75,5700,0.96
75,5800,0.9866666666666667
75,5900,0.9466666666666667
75,6000,0.96
75,6100,0.96
75,6200,0.9466666666666667
75,6300,0.9466666666666667
75,6400,0.96
75,6500,0.96
75,6600,0.9466666666666667
75,6700,0.9466666666666667
75,6800,0.9733333333333334
75,6900,0.9733333333333334
75,7000,0.96
75,7100,0.9733333333333334
75,7200,0.96
75,7300,0.9333333333333333
75,7400,0.92
75,7500,0.9333333333333333
75,7600,0.9333333333333333
75,7700,0.9466666666666667
75,7800,0.9733333333333334
75,7900,0.9333333333333333
75,8000,0.9333333333333333
75,8100,0.9333333333333333
75,8200,0.9333333333333333
75,8300,0.9466666666666667
75,8400,0.9733333333333334
75,8500,0.96
75,8600,0.96
75,8700,0.9733333333333334
75,8800,0.96
75,8900,0.96
75,9000,0.9333333333333333
75,9100,0.96
75,9200,0.96
75,9300,0.9466666666666667
75,9400,0.9733333333333334
75,9500,0.96
75,9600,0.96
75,9700,0.96
75,9800,0.96
75,9900,0.96
80,100,0.0125
80,200,0.15
80,300,0.0125
80,400,0.2625
80,500,0.0
80,600,0.3125
80,700,0.25
80,800,0.0
80,900,0.5625
80,1000,0.5375
80,1100,0.5375
80,1200,0.7
80,1300,0.725
80,1400,0.7125
80,1500,0.7125
80,1600,0.7125
80,1700,0.75
80,1800,0.7875
80,1900,0.775
80,2000,0.7625
80,2100,0.775
80,2200,0.825
80,2300,0.8375
80,2400,0.825
80,2500,0.8125
80,2600,0.8375
80,2700,0.8625
80,2800,0.9
80,2900,0.85
80,3000,0.875
80,3100,0.875
80,3200,0.9
80,3300,0.875
80,3400,0.9
80,3500,0.925
80,3600,0.8875
80,3700,0.9125
80,3800,0.8875
80,3900,0.9375
80,4000,0.925
80,4100,0.9625
80,4200,0.8875
80,4300,0.9
80,4400,0.9375
80,4500,0.925
80,4600,0.9125
80,4700,0.95
80,4800,0.95
80,4900,0.9625
80,5000,0.9375
80,5100,0.9625
80,5200,0.95
80,5300,0.9375
80,5400,0.9875
80,5500,0.9375
80,5600,0.9625
80,5700,0.9625
80,5800,0.95
80,5900,0.9625
80,6000,0.9875
80,6100,0.9875
80,6200,0.9625
80,6300,0.975
80,6400,0.9625
80,6500,0.975
80,6600,0.975
80,6700,0.975
80,6800,0.975
80,6900,0.95
80,7000,0.9625
80,7100,0.975
80,7200,0.9875
80,7300,1.0
80,7400,0.9875
80,7500,0.9875
80,7600,0.9875
80,7700,0.975
80,7800,0.975
80,7900,0.975
80,8000,0.9625
80,8100,0.975
80,8200,0.975
80,8300,1.0
80,8400,0.9875
80,8500,0.9875
80,8600,1.0
80,8700,1.0
80,8800,1.0
80,8900,1.0
80,9000,1.0
80,9100,1.0
80,9200,1.0
80,9300,1.0
80,9400,1.0
80,9500,0.9875
80,9600,0.9875
80,9700,1.0
80,9800,0.9875
80,9900,0.9875
85,100,0.011764705882352941
85,200,0.16470588235294117
85,300,0.2823529411764706
85,400,0.3058823529411765
85,500,0.32941176470588235
85,600,0.2235294117647059
85,700,0.2235294117647059
85,800,0.4470588235294118
85,900,0.2235294117647059
85,1000,0.5764705882352941
85,1100,0.4117647058823529
85,1200,0.6352941176470588
85,1300,0.3176470588235294
85,1400,0.6705882352941176
85,1500,0.3411764705882353
85,1600,0.4235294117647059
85,1700,0.6941176470588235
85,1800,0.7176470588235294
85,1900,0.4235294117647059
85,2000,0.7294117647058823
85,2100,0.7647058823529411
85,2200,0.7411764705882353
85,2300,0.7529411764705882
85,2400,0.8117647058823529
85,2500,0.7529411764705882
85,2600,0.8117647058823529
85,2700,0.4588235294117647
85,2800,0.788235294117647
85,2900,0.8117647058823529
85,3000,0.8235294117647058
85,3100,0.7764705882352941
85,3200,0.8235294117647058
85,3300,0.8823529411764706
85,3400,0.8705882352941177
85,3500,0.8705882352941177
85,3600,0.8941176470588236
85,3700,0.8705882352941177
85,3800,0.8823529411764706
85,3900,0.8823529411764706
85,4000,0.8588235294117647
85,4100,0.9411764705882353
85,4200,0.9529411764705882
85,4300,0.9411764705882353
85,4400,0.9647058823529412
85,4500,0.9411764705882353
85,4600,0.9411764705882353
85,4700,0.9294117647058824
85,4800,0.9529411764705882
85,4900,0.9411764705882353
85,5000,0.9411764705882353
85,5100,0.9529411764705882
85,5200,0.9647058823529412
85,5300,0.9647058823529412
85,5400,0.9411764705882353
85,5500,0.9529411764705882
85,5600,0.9411764705882353
85,5700,0.9529411764705882
85,5800,0.9529411764705882
85,5900,0.9529411764705882
85,6000,0.9411764705882353
85,6100,0.9411764705882353
85,6200,0.9529411764705882
85,6300,0.9411764705882353
85,6400,0.9647058823529412
85,6500,0.9764705882352941
85,6600,0.9882352941176471
85,6700,0.9647058823529412
85,6800,0.9647058823529412
85,6900,0.9411764705882353
85,7000,0.9764705882352941
85,7100,0.9529411764705882
85,7200,0.9882352941176471
85,7300,0.9647058823529412
85,7400,0.9529411764705882
85,7500,0.9764705882352941
85,7600,0.9882352941176471
85,7700,0.9764705882352941
85,7800,0.9764705882352941
85,7900,0.9882352941176471
85,8000,1.0
85,8100,0.9764705882352941
85,8200,0.9764705882352941
85,8300,0.9882352941176471
85,8400,0.9882352941176471
85,8500,1.0
85,8600,0.9882352941176471
85,8700,1.0
85,8800,1.0
85,8900,0.9882352941176471
85,9000,0.9764705882352941
85,9100,0.9764705882352941
85,9200,0.9882352941176471
85,9300,0.9882352941176471
85,9400,0.9882352941176471
85,9500,0.9882352941176471
85,9600,0.9882352941176471
85,9700,0.9882352941176471
85,9800,1.0
85,9900,1.0
90,100,0.011111111111111112
90,200,0.2222222222222222
90,300,0.24444444444444444
90,400,0.2111111111111111
90,500,0.0
90,600,0.2222222222222222
90,700,0.28888888888888886
90,800,0.5666666666666667
90,900,0.6444444444444445
90,1000,0.24444444444444444
90,1100,0.6888888888888889
90,1200,0.7222222222222222
90,1300,0.6888888888888889
90,1400,0.2777777777777778
90,1500,0.7555555555555555
90,1600,0.7333333333333333
90,1700,0.7777777777777778
90,1800,0.3
90,1900,0.7555555555555555
90,2000,0.6555555555555556
90,2100,0.4
90,2200,0.8333333333333334
90,2300,0.8
90,2400,0.8333333333333334
90,2500,0.8222222222222222
90,2600,0.8333333333333334
90,2700,0.8222222222222222
90,2800,0.8555555555555555
90,2900,0.8222222222222222
90,3000,0.8777777777777778
90,3100,0.8444444444444444
90,3200,0.8333333333333334
90,3300,0.8444444444444444
90,3400,0.8777777777777778
90,3500,0.8555555555555555
90,3600,0.8666666666666667
90,3700,0.8555555555555555
90,3800,0.8888888888888888
90,3900,0.8444444444444444
90,4000,0.8444444444444444
90,4100,0.8888888888888888
90,4200,0.8222222222222222
90,4300,0.8555555555555555
90,4400,0.8222222222222222
90,4500,0.8444444444444444
90,4600,0.9
90,4700,0.9
90,4800,0.9
90,4900,0.9444444444444444
90,5000,0.9
90,5100,0.9111111111111111
90,5200,0.9333333333333333
90,5300,0.9222222222222223
90,5400,0.9222222222222223
90,5500,0.9222222222222223
90,5600,0.9333333333333333
90,5700,0.9
90,5800,0.9444444444444444
90,5900,0.9444444444444444
90,6000,0.9222222222222223
90,6100,0.9333333333333333
90,6200,0.9222222222222223
90,6300,0.9222222222222223
90,6400,0.9222222222222223
90,6500,0.9333333333333333
90,6600,0.9444444444444444
90,6700,0.9333333333333333
90,6800,0.9666666666666667
90,6900,0.9555555555555556
90,7000,0.9777777777777777
90,7100,0.9555555555555556
90,7200,0.9666666666666667
90,7300,0.9555555555555556
90,7400,0.9555555555555556
90,7500,0.9666666666666667
90,7600,0.9555555555555556
90,7700,0.9666666666666667
90,7800,0.9777777777777777
90,7900,0.9666666666666667
90,8000,0.9888888888888889
90,8100,0.9555555555555556
90,8200,0.9666666666666667
90,8300,0.9666666666666667
90,8400,0.9777777777777777
90,8500,0.9888888888888889
90,8600,0.9777777777777777
90,8700,0.9888888888888889
90,8800,0.9777777777777777
90,8900,0.9888888888888889
90,9000,0.9888888888888889
90,9100,0.9777777777777777
90,9200,0.9888888888888889
90,9300,0.9777777777777777
90,9400,0.9777777777777777
90,9500,0.9666666666666667
90,9600,0.9888888888888889
90,9700,0.9888888888888889
90,9800,0.9888888888888889
90,9900,1.0
95,100,0.021052631578947368
95,200,0.021052631578947368
95,300,0.28421052631578947
95,400,0.35789473684210527
95,500,0.3894736842105263
95,600,0.2631578947368421
95,700,0.3684210526315789
95,800,0.3157894736842105
95,900,0.35789473684210527
95,1000,0.3263157894736842
95,1100,0.4105263157894737
95,1200,0.3894736842105263
95,1300,0.4421052631578947
95,1400,0.6105263157894737
95,1500,0.28421052631578947
95,1600,0.3263157894736842
95,1700,0.6736842105263158
95,1800,0.631578947368421
95,1900,0.6842105263157895
95,2000,0.3368421052631579
95,2100,0.3473684210526316
95,2200,0.3473684210526316
95,2300,0.4105263157894737
95,2400,0.7368421052631579
95,2500,0.7368421052631579
95,2600,0.4
95,2700,0.7578947368421053
95,2800,0.3157894736842105
95,2900,0.8105263157894737
95,3000,0.7894736842105263
95,3100,0.47368421052631576
95,3200,0.8105263157894737
95,3300,0.3684210526315789
95,3400,0.7473684210526316
95,3500,0.43157894736842106
95,3600,0.8526315789473684
95,3700,0.8947368421052632
95,3800,0.8526315789473684
95,3900,0.8315789473684211
95,4000,0.8736842105263158
95,4100,0.8421052631578947
95,4200,0.5578947368421052
95,4300,0.8421052631578947
95,4400,0.8421052631578947
95,4500,0.8947368421052632
95,4600,0.8842105263157894
95,4700,0.8842105263157894
95,4800,0.8736842105263158
95,4900,0.8947368421052632
95,5000,0.8842105263157894
95,5100,0.8736842105263158
95,5200,0.8947368421052632
95,5300,0.8947368421052632
95,5400,0.9052631578947369
95,5500,0.9052631578947369
95,5600,0.9052631578947369
95,5700,0.9473684210526315
95,5800,0.9052631578947369
95,5900,0.9263157894736842
95,6000,0.9578947368421052
95,6100,0.9368421052631579
95,6200,0.9578947368421052
95,6300,0.9368421052631579
95,6400,0.9263157894736842
95,6500,0.9368421052631579
95,6600,0.8947368421052632
95,6700,0.9052631578947369
95,6800,0.9157894736842105
95,6900,0.9368421052631579
95,7000,0.9263157894736842
95,7100,0.9368421052631579
95,7200,0.9052631578947369
95,7300,0.9368421052631579
95,7400,0.9368421052631579
95,7500,0.9368421052631579
95,7600,0.9157894736842105
95,7700,0.9368421052631579
95,7800,0.9368421052631579
95,7900,0.9578947368421052
95,8000,0.9473684210526315
95,8100,0.9368421052631579
95,8200,0.9578947368421052
95,8300,0.9368421052631579
95,8400,0.9263157894736842
95,8500,0.9473684210526315
95,8600,0.9578947368421052
95,8700,0.9473684210526315
95,8800,0.968421052631579
95,8900,0.968421052631579
95,9000,0.9578947368421052
95,9100,0.9578947368421052
95,9200,0.9473684210526315
95,9300,0.9578947368421052
95,9400,0.968421052631579
95,9500,0.968421052631579
95,9600,0.968421052631579
95,9700,0.968421052631579
95,9800,0.9789473684210527
95,9900,0.968421052631579
100,100,0.0
100,200,0.0
100,300,0.38
100,400,0.23
100,500,0.24
100,600,0.0
100,700,0.25
100,800,0.01
100,900,0.38
100,1000,0.34
100,1100,0.31
100,1200,0.37
100,1300,0.63
100,1400,0.36
100,1500,0.39
100,1600,0.64
100,1700,0.69
100,1800,0.43
100,1900,0.64
100,2000,0.7
100,2100,0.69
100,2200,0.66
100,2300,0.78
100,2400,0.77
100,2500,0.77
100,2600,0.82
100,2700,0.83
100,2800,0.83
100,2900,0.85
100,3000,0.82
100,3100,0.82
100,3200,0.89
100,3300,0.85
100,3400,0.82
100,3500,0.83
100,3600,0.83
100,3700,0.81
100,3800,0.78
100,3900,0.76
100,4000,0.76
100,4100,0.82
100,4200,0.86
100,4300,0.85
100,4400,0.85
100,4500,0.85
100,4600,0.88
100,4700,0.86
100,4800,0.87
100,4900,0.87
100,5000,0.87
100,5100,0.9
100,5200,0.86
100,5300,0.86
100,5400,0.92
100,5500,0.93
100,5600,0.94
100,5700,0.91
100,5800,0.93
100,5900,0.92
100,6000,0.92
100,6100,0.92
100,6200,0.97
100,6300,0.95
100,6400,0.94
100,6500,0.92
100,6600,0.89
100,6700,0.93
100,6800,0.92
100,6900,0.92
100,7000,0.89
100,7100,0.91
100,7200,0.94
100,7300,0.92
100,7400,0.97
100,7500,0.93
100,7600,0.95
100,7700,0.94
100,7800,0.98
100,7900,0.96
100,8000,0.99
100,8100,0.96
100,8200,0.95
100,8300,0.95
100,8400,0.96
100,8500,0.96
100,8600,0.97
100,8700,0.97
100,8800,0.95
100,8900,0.98
100,9000,0.97
100,9100,0.95
100,9200,0.99
100,9300,0.98
100,9400,0.98
100,9500,0.97
100,9600,0.98
100,9700,0.98
100,9800,0.98
100,9900,0.97
105,100,0.01904761904761905
105,200,0.2761904761904762
105,300,0.3523809523809524
105,400,0.29523809523809524
105,500,0.3333333333333333
105,600,0.21904761904761905
105,700,0.3619047619047619
105,800,0.37142857142857144
105,900,0.21904761904761905
105,1000,0.2761904761904762
105,1100,0.2571428571428571
105,1200,0.4857142857142857
105,1300,0.37142857142857144
105,1400,0.37142857142857144
105,1500,0.3142857142857143
105,1600,0.6190476190476191
105,1700,0.24761904761904763
105,1800,0.34285714285714286
105,1900,0.6761904761904762
105,2000,0.6571428571428571
105,2100,0.7047619047619048
105,2200,0.7142857142857143
105,2300,0.7333333333333333
105,2400,0.3619047619047619
105,2500,0.7523809523809524
105,2600,0.7428571428571429
105,2700,0.4857142857142857
105,2800,0.47619047619047616
105,2900,0.7904761904761904
105,3000,0.8285714285714286
105,3100,0.7714285714285715
105,3200,0.780952380952381
105,3300,0.7333333333333333
105,3400,0.7619047619047619
105,3500,0.8095238095238095
105,3600,0.7619047619047619
105,3700,0.7523809523809524
105,3800,0.8571428571428571
105,3900,0.5047619047619047
105,4000,0.7904761904761904
105,4100,0.8
105,4200,0.8666666666666667
105,4300,0.8571428571428571
105,4400,0.5333333333333333
105,4500,0.8857142857142857
105,4600,0.8476190476190476
105,4700,0.8761904761904762
105,4800,0.8476190476190476
105,4900,0.8571428571428571
105,5000,0.8857142857142857
105,5100,0.8666666666666667
105,5200,0.8857142857142857
105,5300,0.8952380952380953
105,5400,0.8666666666666667
105,5500,0.8952380952380953
105,5600,0.9142857142857143
105,5700,0.8666666666666667
105,5800,0.8952380952380953
105,5900,0.8761904761904762
105,6000,0.8857142857142857
105,6100,0.8666666666666667
105,6200,0.8571428571428571
105,6300,0.8380952380952381
105,6400,0.8571428571428571
105,6500,0.8952380952380953
105,6600,0.8761904761904762
105,6700,0.9047619047619048
105,6800,0.9333333333333333
105,6900,0.9142857142857143
105,7000,0.9333333333333333
105,7100,0.9333333333333333
105,7200,0.9238095238095239
105,7300,0.9142857142857143
105,7400,0.9333333333333333
105,7500,0.9428571428571428
105,7600,0.9333333333333333
105,7700,0.9142857142857143
105,7800,0.8952380952380953
105,7900,0.9333333333333333
105,8000,0.9619047619047619
105,8100,0.9333333333333333
105,8200,0.9428571428571428
105,8300,0.9333333333333333
105,8400,0.9333333333333333
105,8500,0.9333333333333333
105,8600,0.9619047619047619
105,8700,0.9333333333333333
105,8800,0.9142857142857143
105,8900,0.9238095238095239
105,9000,0.9333333333333333
105,9100,0.9238095238095239
105,9200,0.9047619047619048
105,9300,0.9238095238095239
105,9400,0.9333333333333333
105,9500,0.9238095238095239
105,9600,0.9238095238095239
105,9700,0.9142857142857143
105,9800,0.9047619047619048
105,9900,0.9142857142857143
110,100,0.22727272727272727
110,200,0.0
110,300,0.35454545454545455
110,400,0.33636363636363636
110,500,0.4
110,600,0.44545454545454544
110,700,0.0
110,800,0.2636363636363636
110,900,0.32727272727272727
110,1000,0.2545454545454545
110,1100,0.6090909090909091
110,1200,0.34545454545454546
110,1300,0.5909090909090909
110,1400,0.24545454545454545
110,1500,0.6545454545454545
110,1600,0.6727272727272727
110,1700,0.6818181818181818
110,1800,0.32727272727272727
110,1900,0.3181818181818182
110,2000,0.7181818181818181
110,2100,0.2909090909090909
110,2200,0.7181818181818181
110,2300,0.7545454545454545
110,2400,0.32727272727272727
110,2500,0.7
110,2600,0.7454545454545455
110,2700,0.7727272727272727
110,2800,0.7272727272727273
110,2900,0.7727272727272727
110,3000,0.7909090909090909
110,3100,0.7272727272727273
110,3200,0.7636363636363637
110,3300,0.37272727272727274
110,3400,0.509090909090909
110,3500,0.7454545454545455
110,3600,0.7454545454545455
110,3700,0.7727272727272727
110,3800,0.8181818181818182
110,3900,0.8
110,4000,0.7818181818181819
110,4100,0.8363636363636363
110,4200,0.8545454545454545
110,4300,0.8818181818181818
110,4400,0.5
110,4500,0.8545454545454545
110,4600,0.8727272727272727
110,4700,0.8454545454545455
110,4800,0.8818181818181818
110,4900,0.8818181818181818
110,5000,0.8454545454545455
110,5100,0.8545454545454545
110,5200,0.8909090909090909
110,5300,0.9
110,5400,0.8818181818181818
110,5500,0.8909090909090909
110,5600,0.8909090909090909
110,5700,0.9090909090909091
110,5800,0.9272727272727272
110,5900,0.9454545454545454
110,6000,0.9454545454545454
110,6100,0.6
110,6200,0.9545454545454546
110,6300,0.9454545454545454
110,6400,0.9545454545454546
110,6500,0.9545454545454546
110,6600,0.9545454545454546
110,6700,0.9363636363636364
110,6800,0.9
110,6900,0.9363636363636364
110,7000,0.9727272727272728
110,7100,0.9272727272727272
110,7200,0.9363636363636364
110,7300,0.9636363636363636
110,7400,0.9545454545454546
110,7500,0.9636363636363636
110,7600,0.9636363636363636
110,7700,0.9727272727272728
110,7800,0.9727272727272728
110,7900,0.9454545454545454
110,8000,0.9727272727272728
110,8100,0.9636363636363636
110,8200,0.9818181818181818
110,8300,0.9727272727272728
110,8400,0.9727272727272728
110,8500,0.9818181818181818
110,8600,0.9454545454545454
110,8700,0.9636363636363636
110,8800,0.9636363636363636
110,8900,0.9818181818181818
110,9000,0.9545454545454546
110,9100,0.9636363636363636
110,9200,0.9545454545454546
110,9300,0.990909090909091
110,9400,0.9636363636363636
110,9500,0.9363636363636364
110,9600,0.9454545454545454
110,9700,0.9636363636363636
110,9800,0.9636363636363636
110,9900,0.9636363636363636
115,100,0.02608695652173913
115,200,0.02608695652173913
115,300,0.043478260869565216
115,400,0.4
115,500,0.3217391304347826
115,600,0.28695652173913044
115,700,0.3217391304347826
115,800,0.0
115,900,0.4
115,1000,0.2782608695652174
115,1100,0.391304347826087
115,1200,0.3391304347826087
115,1300,0.6173913043478261
115,1400,0.3826086956521739
115,1500,0.4608695652173913
115,1600,0.4608695652173913
115,1700,0.3130434782608696
115,1800,0.5130434782608696
115,1900,0.5217391304347826
115,2000,0.5043478260869565
115,2100,0.6347826086956522
115,2200,0.6695652173913044
115,2300,0.6869565217391305
115,2400,0.48695652173913045
115,2500,0.6869565217391305
115,2600,0.6608695652173913
115,2700,0.3826086956521739
115,2800,0.8
115,2900,0.7913043478260869
115,3000,0.7043478260869566
115,3100,0.7391304347826086
115,3200,0.5565217391304348
115,3300,0.782608695652174
115,3400,0.782608695652174
115,3500,0.43478260869565216
115,3600,0.808695652173913
115,3700,0.8
115,3800,0.8173913043478261
115,3900,0.4608695652173913
115,4000,0.8347826086956521
115,4100,0.8347826086956521
115,4200,0.8608695652173913
115,4300,0.808695652173913
115,4400,0.8608695652173913
115,4500,0.8956521739130435
115,4600,0.8695652173913043
115,4700,0.9043478260869565
115,4800,0.8956521739130435
115,4900,0.7043478260869566
115,5000,0.591304347826087
115,5100,0.7130434782608696
115,5200,0.6782608695652174
115,5300,0.8782608695652174
115,5400,0.8869565217391304
115,5500,0.5391304347826087
115,5600,0.5391304347826087
115,5700,0.8956521739130435
115,5800,0.9043478260869565
115,5900,0.9043478260869565
115,6000,0.8782608695652174
115,6100,0.9217391304347826
115,6200,0.9217391304347826
115,6300,0.8869565217391304
115,6400,0.9217391304347826
115,6500,0.8956521739130435
115,6600,0.9217391304347826
115,6700,0.9130434782608695
115,6800,0.9043478260869565
115,6900,0.9130434782608695
115,7000,0.6956521739130435
115,7100,0.9217391304347826
115,7200,0.9043478260869565
115,7300,0.9130434782608695
115,7400,0.9130434782608695
115,7500,0.9043478260869565
115,7600,0.9043478260869565
115,7700,0.9217391304347826
115,7800,0.9217391304347826
115,7900,0.9217391304347826
115,8000,0.9130434782608695
115,8100,0.6608695652173913
115,8200,0.9130434782608695
115,8300,0.9217391304347826
115,8400,0.9478260869565217
115,8500,0.9478260869565217
115,8600,0.9652173913043478
115,8700,0.9478260869565217
115,8800,0.9565217391304348
115,8900,0.9391304347826087
115,9000,0.9391304347826087
115,9100,0.9565217391304348
115,9200,0.9478260869565217
115,9300,0.9391304347826087
115,9400,0.9304347826086956
115,9500,0.9478260869565217
115,9600,0.9565217391304348
115,9700,0.9478260869565217
115,9800,0.9652173913043478
115,9900,0.9739130434782609
120,100,0.0
120,200,0.0
120,300,0.275
120,400,0.23333333333333334
120,500,0.35
120,600,0.49166666666666664
120,700,0.23333333333333334
120,800,0.2916666666666667
120,900,0.5166666666666667
120,1000,0.5166666666666667
120,1100,0.5083333333333333
120,1200,0.575
120,1300,0.6
120,1400,0.575
120,1500,0.5333333333333333
120,1600,0.575
120,1700,0.65
120,1800,0.5416666666666666
120,1900,0.675
120,2000,0.6833333333333333
120,2100,0.65
120,2200,0.6416666666666667
120,2300,0.6916666666666667
120,2400,0.7083333333333334
120,2500,0.7666666666666667
120,2600,0.7916666666666666
120,2700,0.7333333333333333
120,2800,0.7166666666666667
120,2900,0.75
120,3000,0.75
120,3100,0.775
120,3200,0.7416666666666667
120,3300,0.7666666666666667
120,3400,0.7666666666666667
120,3500,0.8
120,3600,0.825
120,3700,0.8083333333333333
120,3800,0.7833333333333333
120,3900,0.775
120,4000,0.8416666666666667
120,4100,0.825
120,4200,0.775
120,4300,0.7916666666666666
120,4400,0.7916666666666666
120,4500,0.825
120,4600,0.8166666666666667
120,4700,0.8416666666666667
120,4800,0.825
120,4900,0.8083333333333333
120,5000,0.75
120,5100,0.8
120,5200,0.8166666666666667
120,5300,0.825
120,5400,0.8166666666666667
120,5500,0.8583333333333333
120,5600,0.8083333333333333
120,5700,0.8833333333333333
120,5800,0.8916666666666667
120,5900,0.8916666666666667
120,6000,0.9
120,6100,0.8833333333333333
120,6200,0.8833333333333333
120,6300,0.9166666666666666
120,6400,0.9083333333333333
120,6500,0.8833333333333333
120,6600,0.9
120,6700,0.8916666666666667
120,6800,0.8666666666666667
120,6900,0.9416666666666667
120,7000,0.9083333333333333
120,7100,0.9416666666666667
120,7200,0.875
120,7300,0.9083333333333333
120,7400,0.9083333333333333
120,7500,0.9333333333333333
120,7600,0.9
120,7700,0.9416666666666667
120,7800,0.925
120,7900,0.9333333333333333
120,8000,0.9416666666666667
120,8100,0.9333333333333333
120,8200,0.925
120,8300,0.9583333333333334
120,8400,0.95
120,8500,0.9583333333333334
120,8600,0.9583333333333334
120,8700,0.9416666666666667
120,8800,0.9416666666666667
120,8900,0.9583333333333334
120,9000,0.95
120,9100,0.9416666666666667
120,9200,0.9416666666666667
120,9300,0.95
120,9400,0.9333333333333333
120,9500,0.9583333333333334
120,9600,0.9583333333333334
120,9700,0.95
120,9800,0.9666666666666667
120,9900,0.9583333333333334
125,100,0.0
125,200,0.0
125,300,0.0
125,400,0.36
125,500,0.4
125,600,0.36
125,700,0.256
125,800,0.296
125,900,0.224
125,1000,0.288
125,1100,0.264
125,1200,0.248
125,1300,0.4
125,1400,0.328
125,1500,0.296
125,1600,0.4
125,1700,0.68
125,1800,0.352
125,1900,0.504
125,2000,0.36
125,2100,0.416
125,2200,0.408
125,2300,0.416
125,2400,0.432
125,2500,0.328
125,2600,0.44
125,2700,0.448
125,2800,0.432
125,2900,0.44
125,3000,0.464
125,3100,0.488
125,3200,0.504
125,3300,0.48
125,3400,0.496
125,3500,0.344
125,3600,0.416
125,3700,0.736
125,3800,0.52
125,3900,0.0
125,4000,0.792
125,4100,0.776
125,4200,0.792
125,4300,0.568
125,4400,0.816
125,4500,0.776
125,4600,0.488
125,4700,0.44
125,4800,0.792
125,4900,0.856
125,5000,0.856
125,5100,0.632
125,5200,0.832
125,5300,0.88
125,5400,0.856
125,5500,0.856
125,5600,0.896
125,5700,0.888
125,5800,0.928
125,5900,0.888
125,6000,0.896
125,6100,0.632
125,6200,0.912
125,6300,0.904
125,6400,0.464
125,6500,0.896
125,6600,0.904
125,6700,0.616
125,6800,0.912
125,6900,0.68
125,7000,0.912
125,7100,0.928
125,7200,0.456
125,7300,0.888
125,7400,0.904
125,7500,0.544
125,7600,0.64
125,7700,0.928
125,7800,0.904
125,7900,0.896
125,8000,0.912
125,8100,0.936
125,8200,0.928
125,8300,0.944
125,8400,0.928
125,8500,0.928
125,8600,0.96
125,8700,0.912
125,8800,0.936
125,8900,0.928
125,9000,0.944
125,9100,0.584
125,9200,0.928
125,9300,0.952
125,9400,0.96
125,9500,0.936
125,9600,0.936
125,9700,0.952
125,9800,0.928
125,9900,0.952
130,100,0.023076923076923078
130,200,0.0
130,300,0.27692307692307694
130,400,0.0
130,500,0.33076923076923076
130,600,0.23076923076923078
